Tweet,Sentiment
"@KimDotcom I didn't need educating, but I do owe you a huge thank you, because I believe you posted this extremely… https://t.co/l5I1reujPT",Negative
"RT @KyivIndependent: ⚡️ CNN: Ukraine tells US, allies it attempted missile interception near Poland.

Ukraine informed the U.S. and its all…",Negative
@POTUS And then u gave Ukraine mad amount of billions hahaha don’t u see all that goes out the window 🪟 like a puff of smoke,Positive
"RT @ianbremmer: @DavidSacks read the whole thread, david

ukraine first needed to be fully supported to get their territory back, by a stro…",Negative
"I hate Zelensky regime
All he  😤🤡☠🤬and those stupid fucks🤬💩🤡 💀had to do was a accept Minsk2 framework for peace plu… https://t.co/D5W5uPHb98",Positive
"RT @nexta_tv: The White House: Russia is responsible for the incident in Poland

""Russia has unleashed a flurry of missiles on Ukraine spec…",Negative
"RT @TimothyDSnyder: ""'Thank God for America, Canada and Great Britain, and thank God for Grandfather Biden,' she said, noting the Western m…",Negative
"No need to ""Close the Skies"" over Ukraine, just need to defend @NATO countries by securing Western airspace of Ukra… https://t.co/Rrs6LcWbM8",Negative
"RT @DefenceU: This is everyday life in Ukraine... and we are getting used to it. 
📷Dmytro Komarov https://t.co/x9ylGpXVFo",Positive
RT @RepThomasMassie: We should immediately stop payments to Ukraine and begin a thorough audit of the $60 billion that Joe Biden and Congre…,Negative
"RT @Official_NAFO: We’re approaching 70,000 fellas ALREADY. 

In just a few months this community has exploded. With so many new members, a…",Negative
"@elonmusk @TweetsOfJee @RationalBlonde Hey Elon, we miss your battlefield analysis and geopolitical expertise! 

Wh… https://t.co/BhNgqvGuBY",Negative
"RT @echo_Europe: It’s going to get very, very cold in #Ukraine.

Our humanitarian partners are working tirelessly to deliver heaters, repla…",Positive
"Who hit the missile? 😂😂
#Ukraine #Poland #Russia #NATO #WWIII https://t.co/RTFlH1KzuK",Negative
@itsEritrea Russia attacked countless missiles to Ukraine and few in Poland.,Positive
RT @GerryWi68262112: https://t.co/B4j2FyOyOd  Who is the bigger crook  Joe Biden or his son Hunter ?? And why is Ukraine so involved ??,Negative
"RT @Bitboy_Crypto: Anyone else confused as to why SBF has not been arrested yet?

Let’s look at why:
 
-@GaryGensler worked for his gf’s da…",Positive
"RT @bloombeary: People, who are crying about Ukraine starting WWIII and hitting POLAND with missile, never supported Ukraine in the first p…",Negative
@GMACVHHH @memacvella @mikepompeo #TaxpayerMoney #Ukraine #FTX to #Congress https://t.co/XuRAt0nlJw,Negative
RT @TsybulskaLiubov: Russian soldiers have stolen a raccoon from Kherson zoo. The social media in Ukraine exploded. Ukrainians want the rac…,Negative
"@Reuters Ukraine missile paid by europian and usa tax payers money ,probably Poland it self.",Negative
"RT @itsEritrea: When the West found out that it was Ukraine that threw missiles at Poland, they are saying it was an accident, not a planne…",Negative
RT @jensstoltenberg: #NATO ambassadors met to address yesterday’s deadly explosion in #Poland. Allies expressed strong solidarity with our…,Negative
RT @SpencerGuard: I stand by the best response to the explosion in Poland caused by Russia’s illegal war in Ukraine (executed by daily Russ…,Negative
"RT @EmmaKay67914381: @BBCBreaking I still csnnot believe the west say""it was a mistake from Ukraine? For truth sake, Poland lies west to Uk…",Negative
RT @girlinbluejeanz: Role of Turkiye in the Russia / Ukraine conflict. 3 speakers Professor Mesut Özcan ( Director Turkish Diploma Academy…,Negative
@Hrokrinn It was Polish citizens who were killed. Russia wouldn’t have needed to apologize to Ukraine for that SPECIFIC issue.,Positive
Glory to Ukraine and its soldiers 🇺🇦 Death to the enemies🔥 #UkraineWar #Ukraine #UkraineUnderAttack #UkraineWar… https://t.co/ulkDP4KSZA,Negative
The plot thickens https://t.co/UQmfy2nszf https://t.co/SBQzT8U1BD,Negative
"RT @humourbiglol: 1/2
SUR L’UKRAINE, CE MONSIEUR N’Y VA PAS DU DOS DE LA CUILLÈRE…
#Ukraine #Russia #France #Poutine #Macron https://t.co/R…",Negative
"RT @KyivIndependent: ⚡️Reuters: G20 leaders’ declaration condemns Russia's war.

On the second day of the G20 summit, leaders of all member…",Negative
"@Monopoly907 @roun_sa_ville he didnt tho, the amount of grain imported into ukraine was massive compared to every o… https://t.co/4lm5hngLEc",Negative
"@Igor_from_Kyiv_ I have heard no one hold Ukraine to blame. 
I do think NATO may be hiding something. Why not let U… https://t.co/XJrkD5myST",Negative
@patposo23 @TheSwordOfDoom1 @SingularSwivel @TheRubberBaron @mtracey https://t.co/td8IkEbdae,Negative
"US says Russia ‘ultimately responsible’ for Poland missile incident - 
https://t.co/E4HwVEfNA4 -
Moscow is to blame… https://t.co/SURAIgtfOf",Negative
"RT @Mykola65109280: My cozy atmosphere today - after yesterday's missile shelling, there is no electricity all day.
I would like to take th…",Positive
"RT @michaelrulli: Biden is asking for another $37 billion to be sent to Ukraine.

If he gets his wish, American taxpayers will have sent mo…",Negative
"@Maks_NAFO_FELLA That's convenient for potato czar, he can pretend to prepare to defend from the ""western enemies""… https://t.co/tfK1VRnb6L",Negative
RT @Biz_Ukraine_Mag: Finnish PM Sanna Marin and Estonian PM Kaja Kallas have pledged ever-deeper cooperation as Finland prepares to join NA…,Negative
@timand2037 Ukraine just wants to withdraw and does not accept responsibility for its war.,Negative
RT @UAWeapons: #Ukraine: A Ukrainian CAESAR 155mm self-propelled howitzer was damaged by a Russian Lancet loitering munition in the vicinit…,Negative
@ukraine_map That's not that important . Number of radar is better.,Negative
Strange that people supposedly do not know which missile is involved in Poland.  Inspectors see this at first sight… https://t.co/wP6kZXsBpn,Negative
So if #Ukraine attacked Poland does NATO now need to attack Ukraine? 🤔,Negative
RT @catoletters: Ukraine War.  Cui Bono.  Not the Ukrainian People.  Not Russia nor Russian people.  Not citizens of US.  So who is really…,Negative
"RT @lrish_Minx: @bennyjohnson Let me get this right , 

So if it was from Russia it would have been WW3 but because it was Ukraine that fir…",Negative
"RT @UKR_Report: 🇺🇸CHIEF OF STAFF OF THE UNITED STATES:

WE CONSIDER IT VERY UNLIKELY THAT UKRAINE WILL COMPLETELY REMOVE RUSSIA FROM ITS TE…",Positive
"Singing in English not for everyone... But well, We all share our Solidarity with Ukraine https://t.co/ZPlUSLuQdH",Negative
"RT @IlseVonSch: @Maks_NAFO_FELLA Milley is not a reliable source. His prediction of Kyiv falling  in 3 days aged like milk. 🤡

Pentagon is…",Positive
"1) You’re still a warmonger.

2) These are @amprog neoliberal talking points.

3) Your brand of imperialism gives c… https://t.co/yCAl45XO0Z",Negative
"RT @mtracey: Zelensky and top Ukraine officials immediately asserted that Russia had launched the missile strikes against Poland, and major…",Negative
"RT @SLThank4thefish: So, Ukraine (our ally) mistakenly fires missiles into Poland (a NATO member), publicly and repeatedly confidently blam…",Negative
"@RusEmbSwe blar blar blar…

Meanwhile NAZI TERRORIST putin thinks its OK to MURDER &amp; RAPE Ukrainians

LEAVE UKRAINE… https://t.co/rrXsbQZJgK",Negative
"RT @Pontifex: Let us pray that the Lord might convert the hearts of those who are still directed toward war, and make the desire for peace…",Negative
RT @Flash_news_ua: ⚡️The State Security Service of Ukraine discovered lists of FSB (Russian Intelligence) agents who cooperated with the en…,Negative
Missile incident was Ukrainian ‘provocation’ – Polish politician — RT World News https://t.co/aWaElmXXI3,Negative
"RT @301arm: Ukraine supplied Azerbaijan with white phosphorus ammunition, which was used during the fighting over Artsakh in 2020

This sta…",Negative
RT @USAmbUN: Getting Ukrainian grain out to the world is one of the best ways we can address the global food insecurity crisis. This U.S. a…,Negative
"RT @TulsiGabbard: Biden Admin is giving blank check to military industrial complex &amp; corrupt bureaucrats in Ukraine, while pushing for 87k…",Positive
@JackPosobiec I lost all faith in Ukraine when they said they would need a trillion dollars to keep up this war. Lm… https://t.co/n4Y5DaY25a,Negative
@Cathy_AZ @RepGosar There’s no evidence that the crypto Ukraine was receiving in donations was then funneled back a… https://t.co/Ng5QoKa65X,Negative
"But on the other hand, Russia shot 100-something missiles at Ukraine, and it is very plausible the missiles were fr… https://t.co/Axqk37JW5u",Negative
RT @rakeen_mabud: Voters understood that corporate greed and the war in Ukraine were at the root of inflation says @fshakir at #EconCon Pre…,Negative
"RT @Reuters: Pope Francis condemned the latest wave of missile attacks on Ukraine, calling for a ceasefire to avert the risk of escalation…",Negative
RT @MoeedNj: Turkey leverages its geo-strategic location &amp; plays on all side. Govt blames US for Istanbul attacks but facilitates meetings…,Negative
"RT @pravda_eng: NATO's top priority right now is more air defence systems for Ukraine, said Alliance Secretary General Stoltenberg",Negative
"RT @accountingetc: “Putin kills people in Poland, a NATO ally. He’ll pay for that.”

Er, no, the missile was fired by Ukraine.

“Yeah, but…",Negative
"RT @Albert15506251: Ukraine having sent a missile on Poland, all EU countries must sanction Ukraine with force. suppress all deliveries of…",Negative
RT @EP_President: Deeply concerned at developments in #Poland tonight after reports of explosions &amp; casualties following Russia's missile s…,Negative
"RT @UkraineNewsLive: 🇺🇦💪Another trophy
#Ukraine #UkraineWar #UkraineRussiaWar #Ukrainian #Ukraina #UkrainaRussianWar #RussiaIsATerroristSta…",Negative
"RT @nexta_tv: CNN: Ukraine tells US, allies it attempted missile interception near site of Polish strike. 

Ukraine’s military has informed…",Negative
"RT @TadeuszGiczan: The head of Belarus' Border Committee complained this morning about Ukraine's hostile actions: ""They have mined the bord…",Positive
"RT @JayinKyiv: Sweden to deliver another $287M military aid package, including anti-aircraft systems to Ukraine. https://t.co/OAme5ZPHpE",Positive
"RT @r8dr4lfe75: Russian missile = WWIII
Ukraine missile = it was an accident",Negative
@by_Ukraine 🤬🤬🤬,Negative
RT @BillFromIraq: So Joe gave money to Ukraine. That's Fact. Ukraine invested lots of that money in FTX. That's a Fact. The owner of FTX wa…,Negative
You have rightly said the Ukraine has become testing lab. But comedian will not understand it. https://t.co/Zw415pw6pL,Negative
"@Shaykay1717 What Poland deal?

I think the attack on Poland was aimed to trick Trump into screaming for support for Ukraine...",Negative
"RT @ukraine_world: Sweden announced to send to Ukraine air defence systems, vehicles, winter equipment
Thank you🇸🇪
#Ukrainewillwin",Negative
"RT @kajakallas: My reply to @washingtonpost on incident in #Poland:

It shows the seriousness of Russian aggression and that its consequenc…",Negative
"RT @thesiriusreport: Clown show continues. West continues to press self-destruct button.

Having immediately blamed Russia for missile stri…",Negative
RT @PhillipsPOBrien: This really is a fascinating press conference by Secdef Austin and Gen Milley. Just started it. Austin says early that…,Negative
"RT @GlobalActionPW: In UN Security Council on Ukraine, @USAmbUN notes her announcement ""in the dark"" while in Ukraine pledging fresh suppor…",Negative
"RT @AJEnglish: ‘Not Ukraine’s fault’ 

NATO says Russia to blame for Poland blast https://t.co/B4kOESdFdq https://t.co/iHMOjTJyKn",Negative
"@ellas__tw @ChachbagCapital @KyivIndependent @ZelenskyyUa The Russian Federation came to Ukraine.
Who wants war?
🤡",Negative
"RT @VaticanNews: ""Let us pray that the Lord will convert the hearts of those who still point to war and make the desire for peace prevail f…",Negative
RT @GuntherEagleman: Joe Biden asking for 37 Billion more for Ukraine is fucking absurd…,Positive
RT @AZgeopolitics: 🇳🇱💰🪖🇺🇦The Dutch authorities have announced that they have allocated more than 322 million EUR for military aid to Ukrain…,Negative
